companyName	companyMajor	companyWorkAuth	companyPositionType	companyDetailLink	companyDetailLink-href	companyDetailDescription	companyDetailIndustry	companyDetailAddress	companyDetailWebsite	companyDetailWebsite-href	topCareerFair	topCareerFair-href	showAllLink	showAllLink-href
"Ruby+Associates, Inc."		US Citizen	"Full Time, Internship/Externship"	"Ruby+Associates, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=6d38b5e582c7657ff40aa65705dae5cc&cf=630e47cef77564598adc4a3df8ad2c95&cfc=694510576a0197dcc2118cd41162bae0&sss=	"As Structural Engineers serving the construction industry we work on some of the most prominent structural steel projects across the country.  We have built an enviable reputation with the nation’s top builders, construction managers, and steel fabricators and erectors because we collaborate with them to solve their construction challenges and to help them build what others say can’t be done.  

 

We believe that hand-picking the best and the brightest recruits from the nations top programs – and grooming them to think critically and creatively on behalf of our clients is the key to our success.  We invest in our people through frequent technical training, stretch assignments, regular client interaction.  We create a working environment that emphasizes teamwork and camaraderie."	Engineering - Civil	null	Website	http://www.rubyandassociates.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Elanco	"Chemical Engineering, Mechanical Engineering"	US Citizen	"Full Time, Internship/Externship"	Elanco	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=97e7553440d4ca3564bea092ddc2a9f3&cf=bfbfee13e947f9def05f8ec5b142520c&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Elanco is a global research-based company that develops and delivers product and services to enhance animal health and production. We value innovation, both in scientific research and daily operations, and strive to cultivate a collaborative work environment for our employees. Founded in 1954, Elanco is a division of Eli Lilly and Company. 



Elanco’s vision is to enrich lives through food and companionship. As such, Elanco has committed to help end hunger and improve food security for 100,000 families and 100 communities by 2017. Our commitments complement the work of our products to help farmers deliver a safe, affordable, sufficient food supply. We believe efficiency enhancing technology in food production is one of the most important ingredients to feeding a growing global population."	"Engineering - Chemical, Engineering - Mechanical, Manufacturing, Pharmaceutical"	null	Website	http://www.elanco.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Direct Supply	"Computer Engineering, Computer Science, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Direct Supply	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=9c25bfa9a37d865d9de46ce44f9be6d7&cf=237613fecaa1ebbd379f0bb35fe00a6f&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Define your path, own your future – Direct Supply is your destination



Based in Milwaukee, Direct Supply is America’s leading supplier of equipment, services and eCommerce systems to the Senior Living profession – a profession that offers more and more opportunity every year.



Because of our continued growth, there are many opportunities at Direct Supply for only the most hardworking, motivated applicants. We need a wide variety of talented individuals – from sales to supply chain services to software engineering – to continue our mission of enhancing Senior Living.



For additional information on Direct Supply, how we work to enhance the lives of America’s elderly, and current career opportunities, please visit DirectSupply.com/Careers."	"Computer Science/Software Engineering, Healthcare"	null	Website	http://www.directsupply.com/careers/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Aircom Manufacturing/Medivative Technologies		US Citizen	Internship/Externship	Aircom Manufacturing/Medivative Technologies	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a351f38d0432ee94a56fc6d0639a7ae6&cf=bb3e159c31ab001a476092ffd3c51649&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Aircom Manufacturing, and our subsidiary company, Medivative Technologies perform contract design and manufacturing activities for world class companies in multiple industries, including telecommunications, food service, aerospace, defense, consumer products and medical devices.



We are a family owned business with over 50 years of history in molded parts, metals and assembly."	Manufacturing	null	Website	http://www.aircommfg.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Harshaw Trane	"Chemical Engineering, Civil Engineering, Electrical and Computer Engineering, Electrical Engineering, Environmental Engineering-GR Only, Mechanical Engineering, Syst Engr & Mgmt Internat'l"	US Citizen	Full Time	Harshaw Trane	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=683905074b4301f26522f87d0fa67fdb&cf=476f09086e05506ec28807ef2843da65&cfc=694510576a0197dcc2118cd41162bae0&sss=	"At Harshaw Trane, our commitment to sustainability is more than just being green. The Harshaw Trane approach to creating the right comfort and critical control environment is deeply rooted in our commitment to offering systems, solutions and services that support energy efficiency and maximize indoor air quality, and take a sustainable approach to the environment. We believe in optimizing facility assets for life and in doing so create a healthy and comfortable indoor environment. These environments increase productivity

and lower total cost of ownership by reducing energy requirements and environmental impact. Our sustainability efforts are a big part of our philosophy to make a difference every day and improve the communities in which we work."	"Construction, Energy/Utilities, Engineering - Mechanical"	null	Website	http://www.harshawtrane.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Garmong Construction Services	All Majors	"US Citizen, Permanent Resident"	"Full Time, Part Time, Internship/Externship"	Garmong Construction Services	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=7c816c83b28b0f6959c6b3f37b55cb0c&cf=9afc053b887f635a3584737ca45908be&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Founded in 1923, and guided by 4th generation leadership, Garmong specializes in the design-build and construction management delivery systems for both public and private sector clients. Garmong has offices in Terre Haute, Indianapolis, and Evansville, Indiana."	Construction	null	null		2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Monsanto	"Biochemistry & Molecular Biology, Biology, Chemical Engineering, Chemistry, Computational Science, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident, H-1 Visa, F-1 Student Visa, J-1 Student Visa"	"Co-op, Internship/Externship"	Monsanto	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=3b055b797c4cb868169444dc20d614da&cf=d9b3276134a999c2e21f23fdf0de5cff&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Twenty years from now, the earth’s population will need 55% more food than it can produce now. Today, Monsanto is working with farmers around the world to do something about it. Our investments in research have led to real advancements in agricultural technology that will lead to healthier, hardier crops for farmers around the world. At the same time we are reducing agriculture’s impact on the planet. At Monsanto you’ll be part of a sustainable company focused on reducing our environmental impact and promoting conservation. Are you ready to begin? Start right now at www.monsanto.com/careers."	"Agriculture/Farming/Agribusiness, Manufacturing"	null	Website	http://www.monsanto.com/careers	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
TCC Software Solutions		"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	TCC Software Solutions	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=2c1564719ae504e028cefa1ba9b50fe9&cf=cbd2d3c72f49af62599adaaad5495447&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Founded in 1996, TCC is committed to designing and delivering high-value, cost-effective consulting services and application technology solutions for both the private and public sectors. With a team of more than 200 professionals, we serve clients nationwide and in US territories. Our innovative solutions deliver real-world results and have made us a leading services and solutions provider."	"Computer Science/Software Engineering, Technical Sales"	null	Website	http://e-tcc.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
United States Marine Corps Officer Programs	All Majors	US Citizen	"Full Time, Volunteer"	United States Marine Corps Officer Programs	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=461cbd4befc750450dc328cfd6138249&cf=40c5f1a4de956a212f1eeba847619e12&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Officers have several paths to earn their commission, the warrant that appoints them to the rank of second lieutenant. Whichever path they choose, they will be entrusted with leading Marines. The path to earning a commission begins with your Officer Selection Officer (OSO), who is your best source of information and can answer questions regarding your specific circumstances. If you have earned your college degree and are accepted into Officer Candidates School (OCS), upon completion of OCS training you will receive your commission as a second lieutenant."	Defense	null	Website	http://www.marineofficer.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"HBM, Inc"	"Computational Science, Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Math, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	"HBM, Inc"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=ddcc34dc7e2997b2bccd9a875f123d96&cf=ce329c0b1c3c7a65beeab1085b2c0cdb&cfc=694510576a0197dcc2118cd41162bae0&sss=	"HBM, the leader in weighing, test and measurement technologies, provides state-of-the-art transducers, signal conditioning electronics, data acquisition systems and measurement software for use in automotive, aerospace, shipbuilding, railroad, construction and assembly applications. 



Our comprehensive product offering is backed by 60 years of experience in professional measurement services. U.S. locations include our headquarters in Marlboro, MA, with offices in IL, MI and WI."	"Engineering - Electrical, Engineering - Mechanical, Manufacturing"	null	Website	http://www.hbm.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Kohler Engines	"Electrical Engineering, Mechanical Engineering"	None	Co-op	Kohler Engines	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=9d5b9dee715da3af2bab7e77ded07312&cf=c0591b02f082d14305acbe001b1b8df7&cfc=694510576a0197dcc2118cd41162bae0&sss=	Engines Manufacturing	"Engineering - Electrical, Engineering - Mechanical, Manufacturing"	null	Website	http://www.kohlerengines.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Ascendant Engineering Solutions		"US Citizen, Permanent Resident"	Internship/Externship	Ascendant Engineering Solutions	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a76e614668074a17dede12104a647ae4&cf=5a7ef3eed3f16c14b30d48a9b4465b54&cfc=694510576a0197dcc2118cd41162bae0&sss=	"AES is an engineering consulting company, located in Austin, Texas.  Our staff of ~30 engineers helps other companies bring their products to market, primarily by providing design expertise.  We employ a mix of electrical, software, mechanical and systems engineers.  Our customers range from Fortune 500 corporations to local entrepreneurs.  We develop cutting-edge technology for a wide variety of commercial and military applications."	Consulting	null	Website	http://www.aesaustin.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Alcoa Power & Propulsion	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Engineering Management-GR Only, Mechanical Engineering"	"US Citizen, Permanent Resident"	Full Time	Alcoa Power & Propulsion	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=2bdf4500b87f41a5597cff24a864a8e8&cf=61b779eb0f098e335c98cdeba386e0f9&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Alcoa is a global leader in lightweight metals technology, engineering and manufacturing. Alcoa innovates multi-material solutions that advance our world. Our technologies enhance transportation, from automotive and commercial transport to air and space travel, and improve industrial and consumer electronics products. 



For more information, visit www.alcoa.com, follow @Alcoa on Twitter at www.twitter.com/Alcoa, follow us on Facebook at www.facebook.com/Alcoa, and follow us on LinkedIn at www.linkedin.com/company/Alcoa."	Aviation/Aerospace	null	Website	http://www.alcoa.com/app/en/home.asp	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"DMC, Inc."	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering, Software Engineering"	"US Citizen, Permanent Resident"	Full Time	"DMC, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=80aca30d18f1ce13098eba3f797b2d9a&cf=188baa436e622cfedaf00bb107971e39&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Do you like a challenge? At DMC, we work on problems that few people can solve. We deliver custom software solutions for manufacturing, testing, and product development organizations throughout the world. Our engineers work directly with clients in a collaborative and hands-on environment with the latest innovations in nanotech, robotics, motion control, machine vision systems, software development, wireless control, RFID, even next-generation FPGA’s. We also maintain an active company culture, which includes weekly company-sponsored athletic, cultural, and social events. Full-time employees will enjoy a great benefits package including health, dental, and vision coverage as well as 401K matching, generous paid vacation time, and a well-stocked kitchen full of snacks."	"Computer Science/Software Engineering, Consulting, Engineering - Computer, Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www.dmcinfo.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Watchfire Signs		"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	Watchfire Signs	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=af85f1652e3f3c84907af7d6e00b013a&cf=b651aaeb8aa545f44b44db6abc3ccfb0&cfc=694510576a0197dcc2118cd41162bae0&sss=	"In 1932, Watchfire proudly put up our first sign - to signify that we were in business as Time-O-Matic, an industry leader in innovations like the Time and Temperature signs that became landmarks at banks and downtown corner stores across the nation. Now 80 years later, we are still on the cutting edge of technology as a leading LED sign manufacturer, having added Watchfire to our name in 2001. We continue to grow and lead the way into the future, making it easier and more affordable for you to bring your message to your audience. We've led the way in research and rugged product testing, so you know you can count on your American made Watchfire sign for years to come."	"Computer Science/Software Engineering, Engineering - Computer, Engineering - Electrical, Engineering - Mechanical, Manufacturing"	null	Website	http://www.watchfiresigns.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Lutron Electronics Co., Inc."	"Electrical Engineering, Mechanical Engineering, Software Engineering"	US Citizen	"Full Time, Co-op"	"Lutron Electronics Co., Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=b62ce51e0fd785aa4593433094011d40&cf=4ad045827c6ff8ad3bddc4f68b556687&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Lutron Electronics, headquartered in Pennsylvania, designs and manufactures energy-saving light controls and automated window treatments for both residential and commercial applications. Its innovative, intuitive products can be used to control everything from a single light, to every light, shade and even stand-by power in a home or commercial building. Lutron products make any space more versatile, while enhancing ambiance, comfort and productivity. They also save energy and make light bulbs last longer, making them an eco-friendly addition to the home and workplace. Founded in 1961, Lutron estimates that the installed base of its products saves the nation nearly 10 billion kWh of electricity, or approximately $1 billion in utility costs per year."	"Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www.lutron.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Blackboard Inc.				Blackboard Inc.	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=f461f18c861bd1f3fd54aca3eef0b05b&cf=3d765a49616521861d9100c8c9a223e5&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Blackboard helps shape the future of education by delivering technology and services solutions that transform the learning experience.  We continually innovate to better enable educators, parents, and learners of all types to teach, learn, connect and communicate whenever they want and wherever they are.  We partner with educational institutions globally in the higher education, K-12 and professional education markets to improve the education experience both inside and outside the classroom by facilitating access to information, enabling stronger student engagement and collaboration, enhancing communication, and supporting student safety, success and institutional effectiveness.  Most importantly, we help every student achieve their full potential through access to lifelong learning."	Computer Science/Software Engineering	null	Website	http://www.blackboard.com/Company/Career-Center.aspx	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Hillenbrand, Inc."	All Majors	US Citizen	"Full Time, Internship/Externship"	"Hillenbrand, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=8a817c002202fb691cdb5dc9998f6562&cf=7a5c82ad65110704aa134bc7202fda4d&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Hillenbrand, Inc. is a global diversified industrial company that makes and sells premium business-to-business products and services for a wide variety of industries. We pursue profitable growth and meaningful dividends for our shareholders by leveraging our leading brands and robust cash generation capabilities.  Our operating companies include Coperion, Rotex, TerraSource Global, and Batesville which account for $1.7B in annual revenue."	"Consumer Products/Services, Engineering - Mechanical"	null	Website	http://www.hillenbrand.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Whirlpool Corporation	"Chemical Engineering, Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Whirlpool Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=0cd61f1f4171954bedefa9e01e66cdae&cf=52c0b192ddfcc3a05db5e0d56f832551&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Whirlpool Corporation is the number one major appliance manufacturer in the world, with approximately $20 billion in annual sales, 100,000 employees and 70 manufacturing and technology research centers throughout the world in 2014. The company markets Whirlpool, KitchenAid, Maytag, Consul, Brastemp, Amana, Bauknecht, Jenn-Air, Indesit and other major brand names in more than 170 countries. We earn the trust of consumers in nearly every country by focusing on what matters.  Because of our leadership practices, development opportunities, business performance,  strong reputation and a commitment to the communities where we live and work, Whirlpool Corporation has received many awards including - Fortune Magazine's Top Companies for Leaders, one of the world's Most Admired Companies."	"Consumer Products/Services, Engineering - Mechanical"	null	Website	http://www.whirlpoolcorp.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Allegion	"Civil Engineering, Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering, Software Engineering"	US Citizen	Internship/Externship	Allegion	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=8920fa1a5654a3eea8678304aefce4ca&cf=0ed8d28bb2ed2ada8007277e6c6988bb&cfc=694510576a0197dcc2118cd41162bae0&sss=	"At Allegion, we help keep people safe and secure where they live, work and visit. With more than 25 brands sold in almost 130 countries across the globe, we specialize in security around the doorway and beyond: everything from residential and commercial locks, door closer and exit devices, steel doors and frames to access control and workforce productivity systems."	Manufacturing	null	Website	http://www.allegion.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"KINZE Manufacturing, Inc."	"Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering"	US Citizen	"Co-op, Internship/Externship"	"KINZE Manufacturing, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=8af910eae5b5b8f56a32bf150966c506&cf=2cb5860a55b99c44d2309db09984b3b0&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Kinze and its approximately 1,000 employees are in constant pursuit of the next big innovation as team members of all levels - from co-ops up to senior management and ownership - collaborate to design, build and market the world's finest agricultural planters and grain carts."	Manufacturing	null	Website	http://www.kinze.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
greenlight.guru	"Computer Engineering, Computer Science"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	greenlight.guru	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a1ae4fd38dcc1a093bd4fa7b6fcaa591&cf=a86b3dcf721133281fd3a5a9e8b40a15&cfc=694510576a0197dcc2118cd41162bae0&sss=	"We are a SaaS solution based in downtown Indianapolis that provides Medical Device companies with a platform and services to facilitate FDA Approval. Our innovative offering provides a full suite of Document Management, QMS, and Risk Management/Analysis capabilities."	"Computer Science/Software Engineering, Consumer Products/Services, Engineering - Computer, Technical Sales"	null	Website	http://www.greenlight.guru/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"NAVY RECRUITING DISTRICT, MICHIGAN"	All Majors	US Citizen	"Full Time, Part Time"	"NAVY RECRUITING DISTRICT, MICHIGAN"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=bbc23e8346816de38fc46d303c06d1a3&cf=4edbb9f59acbc1c27669f7d88948ef62&cfc=694510576a0197dcc2118cd41162bae0&sss=	"America's Navy Reserve is an essential element of the Total Force that is America's Navy. Wherever the important work of the Navy is being conducted in the world today, whenever the Maritime Strategy that guides those efforts is being executed, Navy Reservists are there. Seamlessly supporting. Actively contributing. Effectively leading."	Government	null	Website	http://navyreserve.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Matrix Technologies, Inc."	"Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	"Matrix Technologies, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=255d0eda2cadea6ca4ba9becd5411629&cf=22150c6f3db26ad0c3d2c765c59eef31&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Matrix Technologies, Inc., established in 1980, has annual sales in excess of $40 million, nearly 300 employees, and supports customers around the world. Matrix Technologies’ corporate headquarters is in Maumee, Ohio (Toledo area); with regional offices in Indianapolis,Denver, Kansas City, and Minneapolis. With over 30 years of experience in the industrial marketplace, Matrix has achieved a well-respected position as a leader in control systems, and process and facilities engineering services.  Our varied industry experience offers a wide range of complementary services to our clients. We have the mission to provide effective management expertise for our projects. Emphasis is on communication with all team members, meeting customers’ scheduling requirements and compliance with budget."	"Consulting, Engineering - Biomedical, Engineering - Chemical, Engineering - Civil, Engineering - Computer, Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www.matrixti.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
